334.2565473	2.341682553
336.2722116	2.476773316
346.2565906	2.199457664
348.2722028	2.878361945
350.2878573	2.855701492
352.3035171	2.72352978
354.3191442	2.16015829
362.2878737	2.685512318
364.3035022	2.884873325
366.3191818	2.570419987
368.3347931	2.769031257
370.3504836	3.99532041
372.3660955	2.282386462
374.2878032	2.477541357
376.3035344	2.98749967
378.3191511	3.390709995
380.3347694	2.410605279
382.3504661	3.002747802
384.3661602	2.868964883
388.3035085	2.024475288
392.3348011	3.649819755
394.3504619	2.835861511
396.3661507	3.90007912
398.381778	3.915937223
400.3974315	3.068785608
402.3192084	3.113632496
402.4130692	3.828849982
404.3347699	2.316429484
406.3504474	3.081148629
408.3661238	3.147674564
410.3817181	4.013616873
412.3974254	5.159143683
414.413071	3.612654803
416.3347995	2.329187966
416.4286767	2.391965982
418.3504562	2.938809716
420.3661406	3.743450219
422.381727	4.020365643
424.3974096	4.022174773
426.4131191	3.225110191
428.3348723	2.410977478
428.4287267	4.018486345
430.350532	2.058708222
430.4444226	2.276523189
432.3661621	2.807516256
434.3818188	3.546289036
436.3973995	3.044413841
438.4130626	3.13183324
440.4286833	3.798246557
442.3504864	2.161314737
442.4443336	2.984428649
444.366191	2.346991532
446.3817678	2.42569477
448.397457	2.908701666
450.4130041	2.674141191
452.4287403	3.269811021
454.4443274	3.257689014
456.3660925	2.344390336
456.4599882	3.601255075
458.3817575	2.878695056
458.4756604	2.891294705
460.3974122	2.995217834
462.413043	3.44710038
464.4286797	3.397551052
466.4443701	3.108084982
468.4600052	3.422503235
470.3819924	2.16924131
472.3974687	2.363790047
474.413016	2.538722275
476.428732	3.224253295
478.4444365	3.264262363
480.4599931	3.074931462
482.4756737	3.951472281
484.3975445	2.617929469
484.4913209	2.779081765
486.4129866	2.810308127
486.5069966	2.202434872
488.4286599	2.352560021
490.4444264	3.080447896
492.460042	2.771265212
494.4757129	3.953632253
496.3973961	2.130846501
496.491267	3.013628512
498.5069677	2.419591246
500.4286407	2.009042391
504.4599939	2.366769162
506.4756786	3.183527096
508.4912615	3.559487597
510.5070275	2.095411549
512.4287026	2.052327265
512.5225771	2.071312066
516.4601154	3.037135946
518.4756176	2.41339429
520.4912668	4.093500392
522.5069318	4.218775369
524.4287394	2.618031861
524.5226138	4.091987954
526.4443953	2.873219807
526.5383087	3.226262634
528.4600727	3.122360669
530.4756053	3.009804704
532.4914078	3.362433193
534.5069645	3.322075188
536.5226525	3.042324609
538.4444515	2.25302853
538.538425	2.091166158
540.4601289	2.839075347
542.4756791	2.523923374
544.4913292	3.777320297
546.5069424	3.718437782
548.5225851	3.969218072
550.5383159	4.0762229
552.553956	3.472911366
554.4755548	2.415549115
554.5694266	2.50339391
556.4912722	3.102137049
558.5070264	3.737535463
560.5226111	4.034535506
562.5382886	4.449195706
564.5539199	3.793782461
566.4757127	2.799375173
566.5696092	3.707053308
568.4912391	2.467705359
568.5852407	2.487500341
570.506918	2.107207501
572.5226161	2.616801623
574.5383076	3.315982723
576.5538955	2.817127066
578.5696332	3.866472555
580.4912826	2.41726386
580.5852637	2.867817397
582.5070213	2.25075911
584.52267	2.863107521
586.5383301	2.922858944
588.5537815	2.702258016
590.5694562	2.389086972
592.5851124	3.322043917
594.6008474	2.663628295
596.6165938	2.482419028
598.5384805	2.223162066
600.5540163	2.276961362
602.5695556	2.987838882
604.585375	3.094174629
606.6009061	3.060271373
608.5228347	2.031988668
608.6164408	2.202740906
610.53821	2.864031916
612.5539703	2.204685034
614.5694766	2.587215261
616.5853514	2.158699431
618.5067144	2.088032596
618.6008945	3.224596511
620.616611	2.420722905
624.5538505	2.580873011
626.5695153	2.728492874
628.5851523	2.568880473
630.600989	2.870970027
632.6164243	3.24832532
634.6321846	3.49594154
636.6477749	2.911435191
640.5852246	2.315524919
644.6165218	2.0015906
646.6319596	2.97756719
648.6478911	2.212771202
650.5698033	2.373394375
652.5851898	2.561963717
654.6010488	2.533742593
656.6166536	2.517392737
658.632105	3.458045538
660.6478422	3.635500022
662.663444	3.727127629
664.6790703	2.897470114
666.6007651	2.134626835
668.6166154	2.824820824
670.6322511	2.705153997
674.6634817	2.98254058
676.58529	2.336471771
676.6790389	2.633169402
678.6008362	2.25237375
678.6948277	2.070883047
680.6165727	2.178853074
680.7105145	2.431750434
682.632218	2.40176251
684.647859	2.087048138
686.6635286	2.154083748
688.6791638	3.13607005
690.6947926	3.100690775
692.616536	2.241469016
698.6636343	2.481283746
704.7101776	2.776825311
708.6478958	2.075207949
710.6632805	2.372642541
716.7104882	2.690654265
730.7260681	2.671940414
738.6949643	2.052031337
740.7107331	2.025758916
744.7417696	2.552377886
746.7575133	2.015263371
752.7108592	2.526696941
780.7416668	2.311906469
792.7418666	2.357464196
794.7571868	2.016302744
798.7886584	2.198503714
808.7729853	2.345260961
830.8514981	2.096323931
840.835591	2.062880966
854.8512477	2.041363612
866.8508981	2.124511306
870.8826699	2.004891384
892.8668381	2.448871001
980.9918182	2.323311155
